,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Daylight,CodeSum_BR,CodeSum_DZ,CodeSum_DZ BR,CodeSum_RA,CodeSum_RA BR,CodeSum_RA DZ,CodeSum_RA DZ BR,CodeSum_TS,CodeSum_TS BR,CodeSum_TS RA,CodeSum_TS RA BR
2258,2013-05-26,68,44,56,-6,44,50,9,0,0.02,29.47,30.22,5.5,9,7.4,1493,0,0,0,1,0,0,0,0,0,0,0
2260,2013-05-27,62,53,58,-4,53,55,7,0,0.23,29.21,29.97,8.5,9,9.1,1494,0,0,1,0,0,0,0,0,0,0,0
2262,2013-05-28,76,56,66,3,64,66,0,1,0.2,29.06,29.78,8.7,21,10.2,1495,0,0,0,0,1,0,0,0,0,0,0
2264,2013-05-29,84,64,74,10,64,67,0,9,0.01,29.16,29.88,7.3,20,8.7,1496,0,0,0,0,0,0,0,0,0,0,0
2266,2013-05-30,83,64,74,10,66,69,0,9,0.51,29.13,29.85,13.4,19,14.6,1498,0,0,0,1,0,0,0,0,0,0,0
2268,2013-05-31,77,64,71,7,65,67,0,6,0.3,29.05,29.79,11.7,20,12.1,1499,0,0,0,0,1,0,0,0,0,0,0
2270,2013-06-01,76,63,70,6,62,64,0,5,0.56,28.98,29.69,13.1,22,13.0,1501,0,0,0,0,1,0,0,0,0,0,0
2272,2013-06-02,63,43,53,-11,50,51,12,0,0.01,29.24,29.93,1.8,5,6.2,1501,0,0,0,0,0,0,1,0,0,0,0
2274,2013-06-03,68,43,56,-8,43,50,9,0,0.0,29.34,30.06,3.7,12,4.8,1503,0,0,0,0,0,0,0,0,0,0,0
2276,2013-06-04,72,50,61,-3,45,52,4,0,0.0,29.39,30.11,5.3,7,6.1,1504,0,0,0,0,0,0,0,0,0,0,0
2278,2013-06-05,73,54,64,-1,49,54,1,0,0.01,29.24,30.0,6.8,5,8.2,1506,0,0,0,1,0,0,0,0,0,0,0
2280,2013-06-06,64,52,58,-8,50,53,7,0,0.15,29.18,29.91,8.9,3,9.1,1506,0,0,0,1,0,0,0,0,0,0,0
2282,2013-06-07,68,52,60,-6,45,52,5,0,0.0,29.2,29.92,9.5,3,9.9,1507,0,0,0,0,0,0,0,0,0,0,0
2284,2013-06-08,74,49,62,-4,43,53,3,0,0.0,29.25,29.96,4.7,7,5.4,1508,0,0,0,0,0,0,0,0,0,0,0
2286,2013-06-09,80,55,68,2,55,61,0,3,0.01,29.15,29.88,6.0,15,8.9,1509,0,0,0,1,0,0,0,0,0,0,0
2288,2013-06-10,76,60,68,1,63,65,0,3,0.26,29.08,29.79,2.7,4,4.3,1510,0,0,0,0,1,0,0,0,0,0,0
2290,2013-06-11,83,60,72,5,62,67,0,7,0.0,29.13,29.85,3.2,25,4.5,1510,0,0,0,0,1,0,0,0,0,0,0
2292,2013-06-12,86,63,75,7,64,67,0,10,0.75,29.0,29.74,3.1,8,8.0,1511,0,0,0,0,0,0,0,0,1,0,0
2294,2013-06-13,73,58,66,-2,54,59,0,1,0.0,29.23,29.92,11.7,3,12.2,1511,1,0,0,0,0,0,0,0,0,0,0
2296,2013-06-14,78,56,67,-1,51,57,0,2,0.0,29.34,30.05,6.6,6,7.9,1512,0,0,0,0,0,0,0,0,0,0,0
2298,2013-06-15,80,58,69,1,62,65,0,4,0.17,29.21,29.95,5.6,21,7.7,1512,0,0,0,0,1,0,0,0,0,0,0
2300,2013-06-16,86,69,78,9,62,67,0,13,0.0,29.16,29.88,8.3,27,9.2,1513,0,0,0,0,0,0,0,0,0,0,0
2302,2013-06-17,88,59,74,5,55,63,0,9,0.03,29.18,29.89,3.9,29,8.1,1513,0,0,0,0,0,0,0,0,0,0,0
2304,2013-06-18,71,56,64,-6,52,56,1,0,0.0,29.31,30.01,11.4,3,11.6,1513,1,0,0,0,0,0,0,0,0,0,0
2306,2013-06-19,75,53,64,-6,46,55,1,0,0.0,29.39,30.1,5.9,8,6.9,1514,0,0,0,0,0,0,0,0,0,0,0
2308,2013-06-20,86,56,71,1,58,64,0,6,0.0,29.38,30.1,5.1,12,5.9,1514,0,0,0,0,0,0,0,0,0,0,0
2310,2013-06-21,82,68,75,5,65,68,0,10,0.79,29.34,30.04,7.4,19,9.5,1514,0,0,0,0,1,0,0,0,0,0,0
2312,2013-06-22,80,67,74,4,67,69,0,9,0.04,29.3,30.01,3.1,22,8.4,1514,0,0,0,1,0,0,0,0,0,0,0
2314,2013-06-23,87,66,77,7,68,71,0,12,0.84,29.26,29.97,10.7,20,11.5,1514,0,0,0,1,0,0,0,0,0,0,0
2316,2013-06-24,89,67,78,7,67,69,0,13,0.18,29.25,29.95,8.9,23,10.0,1514,1,0,0,0,0,0,0,0,0,0,0
2318,2013-06-25,85,67,76,5,69,71,0,11,0.03,29.13,29.86,4.5,19,6.9,1514,0,0,0,0,0,0,0,0,0,0,0
2320,2013-06-26,80,66,73,2,67,68,0,8,1.48,29.05,29.76,2.2,16,7.4,1513,0,0,0,0,1,0,0,0,0,0,0
2322,2013-06-27,90,64,77,6,67,70,0,12,0.92,29.01,29.73,7.2,29,7.2,1513,1,0,0,0,0,0,0,0,0,0,0
2324,2013-06-28,83,67,75,4,61,66,0,10,0.0,28.91,29.63,10.5,31,10.9,1512,0,0,0,1,0,0,0,0,0,0,0
2326,2013-06-29,72,64,68,-3,59,62,0,3,0.0,28.97,29.66,12.0,2,12.3,1512,1,0,0,0,0,0,0,0,0,0,0
2328,2013-06-30,77,62,70,-2,52,59,0,5,0.0,29.2,29.88,13.8,2,13.9,1512,0,0,0,0,0,0,0,0,0,0,0
2330,2013-07-01,75,59,67,-5,51,58,0,2,0.0,29.31,30.03,12.6,3,12.3,1511,0,0,0,0,0,0,0,0,0,0,0
2332,2013-07-02,68,60,64,-8,52,57,1,0,0.0,29.33,30.05,11.0,3,11.2,1511,0,0,0,0,0,0,0,0,0,0,0
2334,2013-07-03,72,59,66,-6,60,62,0,1,0.02,29.32,30.04,2.2,2,5.3,1510,0,0,1,0,0,0,0,0,0,0,0
2336,2013-07-04,83,56,70,-2,61,64,0,5,0.0,29.34,30.05,4.4,20,5.1,1508,1,0,0,0,0,0,0,0,0,0,0
2338,2013-07-05,86,60,73,1,61,66,0,8,0.0,29.33,30.04,3.7,19,4.8,1508,0,0,0,0,0,0,0,0,0,0,0
2340,2013-07-06,83,65,74,2,65,68,0,9,0.0,29.29,30.01,4.1,19,4.5,1507,0,0,0,0,0,0,0,0,0,0,0
2342,2013-07-07,88,70,79,7,67,71,0,14,0.0,29.26,29.97,6.6,21,6.8,1507,0,0,0,0,0,0,0,0,0,0,0
2344,2013-07-08,86,70,78,5,71,74,0,13,0.5,29.24,29.95,7.8,23,8.4,1505,0,0,0,0,1,0,0,0,0,0,0
2346,2013-07-09,85,73,79,6,74,75,0,14,0.0,29.19,29.91,6.9,23,7.3,1504,1,0,0,0,0,0,0,0,0,0,0
2348,2013-07-10,85,66,76,3,65,70,0,11,0.0,29.2,29.89,6.0,34,8.3,1504,0,0,0,0,0,0,0,0,0,0,0
2350,2013-07-11,81,64,73,0,54,62,0,8,0.0,29.36,30.06,6.5,3,7.4,1502,0,0,0,0,0,0,0,0,0,0,0
2352,2013-07-12,83,58,71,-2,53,61,0,6,0.0,29.38,30.1,4.0,8,4.8,1501,0,0,0,0,0,0,0,0,0,0,0
2354,2013-07-13,84,62,73,0,59,65,0,8,0.0,29.41,30.12,6.8,9,7.5,1499,0,0,0,0,0,0,0,0,0,0,0
2356,2013-07-14,88,72,80,7,66,71,0,15,0.0,29.47,30.17,6.7,9,7.6,1499,0,0,0,0,0,0,0,0,0,0,0
2358,2013-07-15,89,71,80,6,71,74,0,15,0.09,29.52,30.23,4.3,8,5.1,1497,0,0,0,0,0,0,0,0,0,0,0
2360,2013-07-16,92,73,83,9,72,75,0,18,0.0,29.54,30.25,6.4,23,6.8,1495,0,0,0,0,0,0,0,0,0,0,0
2362,2013-07-17,94,76,85,11,72,76,0,20,0.0,29.51,30.23,6.7,26,6.9,1494,0,0,0,0,0,0,0,0,0,0,0
2364,2013-07-18,95,77,86,12,72,76,0,21,0.0,29.31,30.05,7.2,24,8.1,1492,0,0,0,0,0,0,0,0,0,0,0
2366,2013-07-19,96,71,84,10,70,75,0,19,0.58,29.1,29.83,13.3,25,14.0,1490,0,0,0,0,0,0,0,0,1,0,0
2368,2013-07-20,89,71,80,6,64,69,0,15,0.06,29.17,29.86,4.8,1,7.5,1490,0,0,0,0,0,0,0,0,0,0,0
2370,2013-07-21,88,68,78,4,65,69,0,13,0.01,29.18,29.89,2.8,7,6.7,1488,0,0,0,0,0,0,0,0,0,0,0
2372,2013-07-22,87,71,79,5,66,71,0,14,0.0,29.07,29.78,4.9,24,7.4,1486,0,0,0,1,0,0,0,0,0,0,0
2374,2013-07-23,78,63,71,-3,60,64,0,6,0.03,29.15,29.83,8.8,2,11.0,1484,0,0,0,0,0,0,0,0,0,0,0
2376,2013-07-24,72,60,66,-8,51,58,0,1,0.0,29.31,30.01,7.8,5,8.1,1482,0,0,0,0,0,0,0,0,0,0,0
2378,2013-07-25,81,57,69,-5,54,61,0,4,0.0,29.33,30.05,4.1,23,5.1,1480,0,0,0,0,0,0,0,0,0,0,0
2380,2013-07-26,70,62,66,-8,61,63,0,1,0.39,29.21,29.94,7.6,22,8.5,1479,0,0,0,0,1,0,0,0,0,0,0
2382,2013-07-27,65,55,60,-14,51,56,5,0,0.0,29.17,29.9,9.0,30,10.6,1477,0,0,0,0,0,0,0,0,0,0,0
2384,2013-07-28,69,54,62,-12,50,55,3,0,0.0,29.23,29.93,8.7,28,9.1,1475,0,0,0,1,0,0,0,0,0,0,0
2386,2013-07-29,76,57,67,-7,55,59,0,2,0.0,29.41,30.11,2.0,1,7.0,1473,0,0,0,0,0,0,0,0,0,0,0
2388,2013-07-30,74,57,66,-8,59,62,0,1,0.04,29.39,30.12,4.2,16,4.7,1471,0,0,0,1,0,0,0,0,0,0,0
2390,2013-07-31,75,62,69,-5,64,65,0,4,0.5,29.26,30.0,2.2,32,4.4,1469,0,0,0,0,0,0,1,0,0,0,0
2392,2013-08-01,81,61,71,-2,57,62,0,6,0.0,29.23,29.95,7.6,30,7.8,1466,0,0,0,0,0,0,0,0,0,0,0
2394,2013-08-02,84,62,73,0,63,67,0,8,0.63,29.15,29.87,4.5,29,8.2,1464,0,0,0,0,1,0,0,0,0,0,0
2396,2013-08-03,81,64,73,0,55,62,0,8,0.0,29.33,30.03,5.8,2,6.8,1462,0,0,0,0,0,0,0,0,0,0,0
2398,2013-08-04,75,60,68,-5,56,61,0,3,0.0,29.42,30.14,5.9,6,7.8,1460,0,0,0,1,0,0,0,0,0,0,0
2400,2013-08-05,75,58,67,-6,59,62,0,2,0.07,29.23,29.98,6.8,19,7.6,1458,0,0,0,1,0,0,0,0,0,0,0
2402,2013-08-06,83,67,75,2,68,70,0,10,0.04,29.13,29.86,7.2,21,8.0,1456,0,0,0,0,0,0,0,0,0,0,0
2404,2013-08-07,89,67,78,5,68,71,0,13,0.0,29.14,29.83,4.0,30,9.9,1453,0,0,0,0,0,0,0,0,0,0,0
2406,2013-08-08,78,65,72,-1,56,62,0,7,0.0,29.26,29.98,8.6,5,9.3,1451,0,0,0,0,0,0,0,0,0,0,0
2408,2013-08-09,82,59,71,-2,60,65,0,6,0.0,29.28,29.98,4.7,27,5.3,1449,0,0,0,0,0,0,0,0,0,0,0
2410,2013-08-10,81,64,73,0,57,0,0,8,0.0,0.0,30.08,5.3,5,6.5,1446,0,0,0,0,0,0,0,0,0,0,0
2412,2013-08-11,81,60,71,-2,61,0,0,6,0.01,29.35,30.07,2.0,27,3.0,1404,0,0,0,1,0,0,0,0,0,0,0
2414,2013-08-12,82,67,75,2,65,68,0,10,0.27,29.21,29.93,3.5,27,7.5,1402,0,0,0,0,0,1,0,0,0,0,0
2416,2013-08-13,70,58,64,-9,52,58,1,0,0.0,29.37,30.07,8.7,3,9.6,1399,0,0,0,0,0,0,0,0,0,0,0
2418,2013-08-14,72,56,64,-8,50,56,1,0,0.0,29.44,30.16,3.9,4,7.1,1397,0,0,0,0,0,0,0,0,0,0,0
2420,2013-08-15,75,55,65,-7,53,58,0,0,0.0,29.4,30.13,4.2,24,4.9,1395,0,0,0,0,0,0,0,0,0,0,0
2422,2013-08-16,82,55,69,-3,52,60,0,4,0.0,29.44,30.15,2.8,4,5.2,1352,0,0,0,0,0,0,0,0,0,0,0
2424,2013-08-17,81,57,69,-3,56,62,0,4,0.0,29.47,30.19,5.7,8,6.4,1350,0,0,0,0,0,0,0,0,0,0,0
2426,2013-08-18,81,59,70,-2,57,63,0,5,0.0,29.41,30.14,3.7,8,4.8,1347,0,0,0,0,0,0,0,0,0,0,0
2428,2013-08-19,85,57,71,0,60,65,0,6,0.0,29.34,30.07,5.1,25,5.3,1345,0,0,0,0,0,0,0,0,0,0,0
2430,2013-08-20,88,66,77,6,62,68,0,12,0.0,29.34,30.06,7.7,22,8.0,1342,0,0,0,0,0,0,0,0,0,0,0
2432,2013-08-21,90,68,79,8,65,70,0,14,0.01,29.3,30.02,8.6,23,9.0,1340,0,0,0,1,0,0,0,0,0,0,0
2434,2013-08-22,78,68,73,2,67,69,0,8,0.23,29.36,30.05,1.5,23,7.0,1337,0,0,0,1,0,0,0,0,0,0,0
2436,2013-08-23,82,62,72,1,55,63,0,7,0.0,29.43,30.14,6.1,6,6.8,1334,1,0,0,0,0,0,0,0,0,0,0
2438,2013-08-24,86,60,73,2,59,65,0,8,0.0,29.49,30.2,5.3,17,6.1,1331,0,0,0,0,0,0,0,0,0,0,0
2440,2013-08-25,89,65,77,7,62,68,0,12,0.0,29.46,30.18,9.2,22,9.6,1329,0,0,0,0,0,0,0,0,0,0,0
2442,2013-08-26,92,70,81,11,68,72,0,16,0.0,29.34,30.06,9.0,24,9.4,1326,0,0,0,0,0,0,0,0,0,0,0
2444,2013-08-27,96,77,87,17,70,75,0,22,0.0,29.18,29.9,11.7,24,12.0,1323,0,0,0,0,0,0,0,0,0,0,0
2446,2013-08-28,83,71,77,7,69,72,0,12,0.0,29.26,29.95,6.9,3,9.3,1321,0,0,0,0,0,0,0,0,0,0,0
2448,2013-08-29,89,66,78,8,64,69,0,13,0.0,29.29,30.01,3.9,10,4.7,1318,1,0,0,0,0,0,0,0,0,0,0
2450,2013-08-30,96,67,82,12,68,72,0,17,0.36,29.13,29.86,4.4,26,8.3,1316,1,0,0,0,0,0,0,0,0,0,0
2452,2013-08-31,78,71,75,6,67,69,0,10,0.07,29.1,29.82,6.1,5,7.2,1313,0,0,0,0,0,0,0,1,0,0,0
2454,2013-09-01,85,65,75,7,67,70,0,10,0.14,29.05,29.76,4.2,29,5.2,1310,0,0,0,0,0,0,0,1,0,0,0
2456,2013-09-02,79,60,70,2,61,64,0,5,0.0,29.21,29.9,8.1,2,9.2,1308,0,0,0,0,0,0,0,0,0,0,0
2458,2013-09-03,77,57,67,-1,54,59,0,2,0.0,29.32,30.02,4.0,30,5.8,1305,0,0,0,0,0,0,0,0,0,0,0
2460,2013-09-04,84,59,72,4,57,63,0,7,0.0,29.37,30.08,6.2,26,7.0,1302,0,0,0,0,0,0,0,0,0,0,0
2462,2013-09-05,74,59,67,0,54,60,0,2,0.0,29.49,30.2,9.0,5,9.2,1300,0,0,0,0,0,0,0,0,0,0,0
2464,2013-09-06,86,57,72,5,58,64,0,7,0.0,29.38,30.11,4.7,20,6.0,1297,0,0,0,0,0,0,0,0,0,0,0
2466,2013-09-07,88,65,77,10,62,68,0,12,0.01,29.21,29.94,5.7,23,6.9,1294,0,0,0,0,0,0,0,0,0,0,0
2468,2013-09-08,77,71,74,8,66,69,0,9,0.0,29.26,29.98,10.5,7,11.9,1291,0,0,0,0,0,0,0,0,0,0,0
2470,2013-09-09,94,68,81,15,70,74,0,16,0.0,29.15,29.86,9.0,20,10.1,1289,0,0,0,0,0,0,0,0,0,0,0
2472,2013-09-10,95,77,86,20,64,71,0,21,0.0,29.25,29.95,12.1,24,12.5,1286,0,0,0,0,0,0,0,0,0,0,0
2474,2013-09-11,91,75,83,18,66,71,0,18,0.0,29.28,29.98,4.2,27,7.5,1283,0,0,0,0,0,0,0,0,0,0,0
2476,2013-09-12,82,62,72,7,59,64,0,7,0.0,29.28,29.98,7.0,35,9.4,1281,0,0,0,1,0,0,0,0,0,0,0
2478,2013-09-13,67,52,60,-5,45,52,5,0,0.0,29.41,30.13,10.7,1,11.5,1278,0,0,0,0,0,0,0,0,0,0,0
2480,2013-09-14,72,47,60,-4,43,52,5,0,0.0,29.36,30.1,4.7,21,5.9,1275,0,0,0,0,0,0,0,0,0,0,0
2482,2013-09-15,62,56,59,-5,52,55,6,0,0.65,29.34,30.06,1.1,2,5.4,1272,0,0,0,0,1,0,0,0,0,0,0
2484,2013-09-16,64,51,58,-6,47,52,7,0,0.0,29.59,30.3,9.7,3,10.8,1228,0,0,0,0,0,0,0,0,0,0,0
2486,2013-09-17,71,49,60,-4,51,56,5,0,0.0,29.49,30.23,7.0,13,7.6,1225,0,0,0,0,0,0,0,0,0,0,0
2488,2013-09-18,81,60,71,7,60,64,0,6,0.55,29.26,30.01,8.7,18,9.0,1221,0,0,0,0,0,0,0,0,0,0,0
2490,2013-09-19,84,69,77,14,68,70,0,12,0.84,29.14,29.87,8.3,16,10.6,1219,0,0,0,0,0,0,0,0,0,0,1
2492,2013-09-20,76,58,67,5,60,63,0,2,0.0,29.08,29.8,10.1,26,11.0,1216,0,0,0,0,0,0,0,0,0,0,0
2494,2013-09-21,67,52,60,-2,48,53,5,0,0.0,29.17,29.87,9.6,33,10.0,1213,0,0,0,0,0,0,0,0,0,0,0
2496,2013-09-22,67,49,58,-4,47,52,7,0,0.0,29.3,30.01,6.2,4,7.5,1210,0,0,0,0,0,0,0,0,0,0,0
2498,2013-09-23,67,46,57,-4,48,53,8,0,0.0,29.34,30.06,4.9,10,6.1,1208,0,0,0,0,0,0,0,0,0,0,0
2500,2013-09-24,70,49,60,-1,49,54,5,0,0.0,29.26,30.0,6.2,10,8.0,1205,0,0,0,0,0,0,0,0,0,0,0
2502,2013-09-25,70,51,61,0,52,56,4,0,0.0,29.23,29.95,4.8,5,5.7,1202,0,0,0,0,0,0,0,0,0,0,0
2504,2013-09-26,75,50,63,3,52,58,2,0,0.0,29.34,30.04,3.8,8,4.2,1199,1,0,0,0,0,0,0,0,0,0,0
2506,2013-09-27,81,52,67,7,51,57,0,2,0.0,29.38,30.09,7.0,13,7.4,1197,0,0,0,0,0,0,0,0,0,0,0
2508,2013-09-28,84,55,70,11,56,62,0,5,0.2,29.24,29.98,10.9,19,12.7,1194,0,0,0,0,1,0,0,0,0,0,0
2510,2013-09-29,68,51,60,1,49,54,5,0,0.18,29.29,30.01,6.0,36,7.6,1191,0,0,0,0,1,0,0,0,0,0,0
2512,2013-09-30,74,47,61,2,49,55,4,0,0.0,29.21,29.93,5.8,19,6.2,1188,0,0,0,0,0,0,0,0,0,0,0
2514,2013-10-01,79,62,71,13,62,65,0,6,0.0,29.21,29.92,12.5,22,12.2,1186,1,0,0,0,0,0,0,0,0,0,0
2516,2013-10-02,76,62,69,11,50,59,0,4,0.0,29.31,30.02,4.7,7,6.4,1183,1,0,0,0,0,0,0,0,0,0,0
2518,2013-10-03,78,60,69,12,65,67,0,4,0.12,29.19,29.91,7.4,19,7.9,1180,0,0,0,0,0,0,1,0,0,0,0
2520,2013-10-04,74,65,70,13,65,66,0,5,0.0,29.23,29.94,2.6,12,6.2,1177,0,0,0,0,1,0,0,0,0,0,0
2522,2013-10-05,80,61,71,14,66,68,0,6,0.82,29.11,29.84,5.2,19,6.4,1174,1,0,0,0,0,0,0,0,0,0,0
2524,2013-10-06,64,45,55,-1,44,49,10,0,0.09,29.02,29.75,8.7,25,9.5,1171,0,0,0,1,0,0,0,0,0,0,0
2526,2013-10-07,68,45,57,1,45,50,8,0,0.0,29.23,29.92,6.1,28,9.0,1169,0,0,0,0,0,0,0,0,0,0,0
2528,2013-10-08,75,43,59,3,48,53,6,0,0.0,29.42,30.13,4.7,18,5.6,1166,0,0,0,0,0,0,0,0,0,0,0
2530,2013-10-09,71,48,60,5,47,53,5,0,0.0,29.45,30.18,3.6,12,4.6,1163,0,0,0,0,0,0,0,0,0,0,0
2532,2013-10-10,74,46,60,5,50,55,5,0,0.0,29.37,30.11,2.9,13,3.9,1161,1,0,0,0,0,0,0,0,0,0,0
2534,2013-10-11,76,51,64,10,51,56,1,0,0.0,29.28,30.02,7.3,14,7.7,1158,0,0,0,0,0,0,0,0,0,0,0
2536,2013-10-12,73,46,60,6,54,57,5,0,0.12,29.32,30.02,5.7,21,7.4,1115,0,0,0,0,1,0,0,0,0,0,0
2538,2013-10-13,64,44,54,1,41,48,11,0,0.0,29.62,30.32,5.3,32,6.6,1112,0,0,0,0,0,0,0,0,0,0,0
2540,2013-10-14,62,42,52,-1,44,49,13,0,0.0,29.53,30.29,6.6,8,8.4,1109,0,0,0,0,0,0,0,0,0,0,0
2542,2013-10-15,64,49,57,4,51,54,8,0,0.07,29.14,29.91,7.6,19,10.6,1107,0,0,0,0,1,0,0,0,0,0,0
2544,2013-10-16,54,47,51,-1,45,48,14,0,0.0,29.16,29.89,10.5,25,10.8,1104,0,1,0,0,0,0,0,0,0,0,0
2546,2013-10-17,53,40,47,-5,44,46,18,0,0.29,29.12,29.86,6.1,26,6.9,1101,0,0,0,0,1,0,0,0,0,0,0
2548,2013-10-18,50,39,45,-6,40,43,20,0,0.0,29.18,29.91,8.3,26,8.7,1099,0,0,0,0,0,0,0,0,0,0,0
2550,2013-10-19,54,42,48,-3,37,42,17,0,0.01,29.1,29.83,8.9,25,9.2,1096,0,0,0,1,0,0,0,0,0,0,0
2552,2013-10-20,61,36,49,-1,42,46,16,0,0.01,29.07,29.8,5.1,20,6.1,1093,0,0,0,1,0,0,0,0,0,0,0
2554,2013-10-21,55,33,44,-6,31,38,21,0,0.0,29.19,29.9,10.8,27,11.5,1090,0,0,0,0,0,0,0,0,0,0,0
2556,2013-10-22,42,29,36,-14,31,34,29,0,0.0,29.21,29.95,5.4,26,6.1,1048,0,0,0,1,0,0,0,0,0,0,0
2558,2013-10-23,46,32,39,-10,27,34,26,0,0.0,29.24,29.98,9.2,30,10.0,1045,0,0,0,0,0,0,0,0,0,0,0
2560,2013-10-24,44,31,38,-11,25,33,27,0,0.0,29.45,30.16,10.3,30,10.9,1043,0,0,0,0,0,0,0,0,0,0,0
2562,2013-10-25,51,29,40,-8,26,35,25,0,0.0,29.47,30.24,10.8,24,11.7,1040,0,0,0,0,0,0,0,0,0,0,0
2564,2013-10-26,55,37,46,-2,29,39,19,0,0.0,29.22,29.96,10.9,27,14.2,1037,0,0,0,0,0,0,0,0,0,0,0
2566,2013-10-27,54,29,42,-6,29,37,23,0,0.0,29.28,30.02,6.3,23,6.6,1035,0,0,0,0,0,0,0,0,0,0,0
2568,2013-10-28,53,35,44,-3,37,41,21,0,0.0,29.54,30.26,9.0,4,9.4,1032,0,0,0,0,0,0,0,0,0,0,0
2570,2013-10-29,57,42,50,3,40,45,15,0,0.0,29.49,30.25,6.1,10,7.5,1030,0,0,0,0,0,0,0,0,0,0,0
2572,2013-10-30,63,43,53,7,52,53,12,0,0.55,29.22,30.0,6.6,15,7.5,1027,0,0,0,0,1,0,0,0,0,0,0
2574,2013-10-31,64,46,55,9,56,57,10,0,1.04,28.69,29.45,9.4,24,11.5,1024,0,0,0,0,1,0,0,0,0,0,0
2576,2014-05-01,49,42,46,-7,38,42,19,0,0.09,29.02,29.74,13.5,24,13.4,1401,0,0,0,0,0,0,1,0,0,0,0
2578,2014-05-02,53,46,50,-4,39,45,15,0,0.0,29.03,29.77,10.2,24,11.5,1403,0,0,0,0,0,0,0,0,0,0,0
2580,2014-05-03,67,46,57,3,37,48,8,0,0.0,29.07,29.77,13.8,28,14.7,1405,0,0,0,0,0,0,0,0,0,0,0
2582,2014-05-04,58,44,51,-3,29,41,14,0,0.0,29.31,30.01,4.8,3,10.0,1408,0,0,0,0,0,0,0,0,0,0,0
2584,2014-05-05,55,43,49,-6,34,42,16,0,0.05,29.26,29.98,12.6,5,13.1,1410,0,0,0,1,0,0,0,0,0,0,0
2586,2014-05-06,63,41,52,-3,34,45,13,0,0.0,29.21,29.95,12.6,7,13.7,1413,0,0,0,0,0,0,0,0,0,0,0
2588,2014-05-07,78,48,63,8,42,50,2,0,0.0,29.1,29.82,7.5,8,8.9,1415,0,0,0,0,0,0,0,0,0,0,0
2590,2014-05-08,89,51,70,14,55,63,0,5,0.1,29.08,29.8,13.7,21,14.2,1418,0,0,0,1,0,0,0,0,0,0,0
2592,2014-05-09,73,54,64,8,52,58,1,0,1.03,29.03,29.74,13.2,24,16.0,1420,0,0,0,0,1,0,0,0,0,0,0
2594,2014-05-10,77,47,62,6,42,52,3,0,0.0,29.19,29.91,2.9,25,6.9,1422,0,0,0,0,0,0,0,0,0,0,0
2596,2014-05-11,81,52,67,10,53,59,0,2,0.12,29.19,29.91,7.6,16,8.9,1424,0,0,0,0,0,0,0,0,0,0,0
2598,2014-05-12,84,64,74,17,64,67,0,9,2.09,29.13,29.85,6.6,19,12.0,1466,0,0,0,0,0,0,0,0,1,0,0
2600,2014-05-13,67,52,60,2,53,56,5,0,0.12,29.29,29.98,9.5,26,12.3,1468,0,0,0,0,1,0,0,0,0,0,0
2602,2014-05-14,56,44,50,-8,39,46,15,0,0.02,29.36,30.09,10.9,2,12.0,1470,0,0,0,0,1,0,0,0,0,0,0
2604,2014-05-15,55,40,48,-10,35,41,17,0,0.19,29.26,30.0,10.3,1,13.6,1472,0,0,0,1,0,0,0,0,0,0,0
2606,2014-05-16,46,37,42,-17,34,38,23,0,0.1,29.33,30.05,4.9,6,8.0,1474,0,0,0,0,0,1,0,0,0,0,0
2608,2014-05-17,60,39,50,-9,33,42,15,0,0.0,29.4,30.12,7.7,26,8.5,1476,1,0,0,0,0,0,0,0,0,0,0
2610,2014-05-18,69,47,58,-2,37,48,7,0,0.0,29.47,30.19,9.8,22,10.5,1478,0,0,0,0,0,0,0,0,0,0,0
2612,2014-05-19,69,45,57,-3,40,50,8,0,0.0,29.34,30.1,12.7,16,13.3,1480,0,0,0,1,0,0,0,0,0,0,0
2614,2014-05-20,85,62,74,13,58,63,0,9,0.82,29.12,29.86,9.9,20,11.1,1482,0,0,0,0,0,0,0,0,0,0,1
2616,2014-05-21,86,63,75,14,55,63,0,10,0.01,29.16,29.86,4.4,31,7.5,1484,0,0,0,0,1,0,0,0,0,0,0
2618,2014-05-22,70,53,62,1,47,54,3,0,0.0,29.36,30.06,4.0,5,6.8,1486,0,0,0,0,0,0,0,0,0,0,0
2620,2014-05-23,69,48,59,-2,43,51,6,0,0.0,29.47,30.18,6.2,5,6.5,1487,0,0,0,0,0,0,0,0,0,0,0
2622,2014-05-24,74,47,61,-1,42,52,4,0,0.0,29.44,30.18,3.9,6,5.2,1489,0,0,0,0,0,0,0,0,0,0,0
2624,2014-05-25,83,50,67,5,46,56,0,2,0.0,29.35,30.08,2.3,15,5.0,1491,0,0,0,0,0,0,0,0,0,0,0
2626,2014-05-26,87,61,74,12,59,65,0,9,0.0,29.25,29.98,5.9,21,7.5,1493,0,0,0,0,0,0,0,0,0,0,0
2628,2014-05-27,85,58,72,10,61,65,0,7,0.21,29.21,29.91,5.3,25,10.0,1494,0,0,0,0,1,0,0,0,0,0,0
2630,2014-05-28,71,56,64,1,49,55,1,0,0.03,29.29,30.0,9.1,4,9.3,1495,0,0,0,0,1,0,0,0,0,0,0
